tax_id	species	genus	family	order	class	phylum	EvenMock_r1	EvenMock_r2	EvenMock_r3	f0_b0_b_p1_r1	f0_b0_b_p2_r1	f0_b0_b_p3_r1	f0_b0_b_p4_r1	f0_b0_b_p5_r1	f0_b0_b_p6_r1	f0_b0_f_p1_r1	f0_b0_f_p2_r1	f0_b0_f_p3_r1	f0_b0_f_p4_r1	f0_b0_f_p5_r1	f0_b0_f_p6_r1	f0_b100_b_p1_r1	f0_b100_b_p1_r2	f0_b100_b_p1_r3	f0_b100_b_p1_r4	f0_b100_b_p2_r1	f0_b100_b_p2_r2	f0_b100_b_p2_r3	f0_b100_b_p2_r4	f0_b100_b_p3_r1	f0_b100_b_p3_r2	f0_b100_b_p3_r3	f0_b100_b_p3_r4	f0_b100_b_p4_r1	f0_b100_b_p4_r2	f0_b100_b_p4_r3	f0_b100_b_p4_r4	f0_b100_b_p5_r1	f0_b100_b_p5_r2	f0_b100_b_p5_r3	f0_b100_b_p5_r4	f0_b100_b_p6_r1	f0_b100_b_p6_r2	f0_b100_b_p6_r3	f0_b100_b_p6_r4	f0_b100_f_p1_r1	f0_b100_f_p1_r2	f0_b100_f_p1_r3	f0_b100_f_p1_r4	f0_b100_f_p2_r1	f0_b100_f_p2_r2	f0_b100_f_p2_r3	f0_b100_f_p2_r4	f0_b100_f_p3_r1	f0_b100_f_p3_r2	f0_b100_f_p3_r3	f0_b100_f_p3_r4	f0_b100_f_p4_r1	f0_b100_f_p4_r2	f0_b100_f_p4_r3	f0_b100_f_p4_r4	f0_b100_f_p5_r1	f0_b100_f_p5_r2	f0_b100_f_p5_r3	f0_b100_f_p5_r4	f0_b100_f_p6_r1	f0_b100_f_p6_r2	f0_b100_f_p6_r3	f0_b100_f_p6_r4	f100_b0_b_p1_r1	f100_b0_b_p1_r2	f100_b0_b_p1_r3	f100_b0_b_p1_r4	f100_b0_b_p2_r1	f100_b0_b_p2_r2	f100_b0_b_p2_r3	f100_b0_b_p2_r4	f100_b0_b_p3_r1	f100_b0_b_p3_r2	f100_b0_b_p3_r3	f100_b0_b_p3_r4	f100_b0_b_p4_r1	f100_b0_b_p4_r2	f100_b0_b_p4_r3	f100_b0_b_p4_r4	f100_b0_b_p5_r1	f100_b0_b_p5_r2	f100_b0_b_p5_r3	f100_b0_b_p5_r4	f100_b0_b_p6_r1	f100_b0_b_p6_r2	f100_b0_b_p6_r3	f100_b0_b_p6_r4	f100_b0_f_p1_r1	f100_b0_f_p1_r2	f100_b0_f_p1_r3	f100_b0_f_p1_r4	f100_b0_f_p2_r1	f100_b0_f_p2_r2	f100_b0_f_p2_r3	f100_b0_f_p2_r4	f100_b0_f_p3_r1	f100_b0_f_p3_r2	f100_b0_f_p3_r3	f100_b0_f_p3_r4	f100_b0_f_p4_r1	f100_b0_f_p4_r2	f100_b0_f_p4_r3	f100_b0_f_p4_r4	f100_b0_f_p5_r1	f100_b0_f_p5_r2	f100_b0_f_p5_r3	f100_b0_f_p5_r4	f100_b0_f_p6_r1	f100_b0_f_p6_r2	f100_b0_f_p6_r3	f100_b0_f_p6_r4	f25_b75_b_p1_r1	f25_b75_b_p1_r2	f25_b75_b_p1_r3	f25_b75_b_p1_r4	f25_b75_b_p2_r1	f25_b75_b_p2_r2	f25_b75_b_p2_r3	f25_b75_b_p2_r4	f25_b75_b_p3_r1	f25_b75_b_p3_r2	f25_b75_b_p3_r3	f25_b75_b_p3_r4	f25_b75_b_p4_r1	f25_b75_b_p4_r2	f25_b75_b_p4_r3	f25_b75_b_p4_r4	f25_b75_b_p5_r1	f25_b75_b_p5_r2	f25_b75_b_p5_r3	f25_b75_b_p5_r4	f25_b75_b_p6_r1	f25_b75_b_p6_r2	f25_b75_b_p6_r3	f25_b75_b_p6_r4	f25_b75_f_p1_r1	f25_b75_f_p1_r2	f25_b75_f_p1_r3	f25_b75_f_p1_r4	f25_b75_f_p2_r1	f25_b75_f_p2_r2	f25_b75_f_p2_r3	f25_b75_f_p2_r4	f25_b75_f_p3_r1	f25_b75_f_p3_r2	f25_b75_f_p3_r3	f25_b75_f_p3_r4	f25_b75_f_p4_r1	f25_b75_f_p4_r2	f25_b75_f_p4_r3	f25_b75_f_p4_r4	f25_b75_f_p5_r1	f25_b75_f_p5_r2	f25_b75_f_p5_r3	f25_b75_f_p5_r4	f25_b75_f_p6_r1	f25_b75_f_p6_r2	f25_b75_f_p6_r3	f25_b75_f_p6_r4	f50_b50_b_p1_r1	f50_b50_b_p1_r2	f50_b50_b_p1_r3	f50_b50_b_p1_r4	f50_b50_b_p2_r1	f50_b50_b_p2_r2	f50_b50_b_p2_r3	f50_b50_b_p2_r4	f50_b50_b_p3_r1	f50_b50_b_p3_r2	f50_b50_b_p3_r3	f50_b50_b_p3_r4	f50_b50_b_p4_r1	f50_b50_b_p4_r2	f50_b50_b_p4_r3	f50_b50_b_p4_r4	f50_b50_b_p5_r1	f50_b50_b_p5_r2	f50_b50_b_p5_r3	f50_b50_b_p5_r4	f50_b50_b_p6_r1	f50_b50_b_p6_r2	f50_b50_b_p6_r3	f50_b50_b_p6_r4	f50_b50_f_p1_r1	f50_b50_f_p1_r2	f50_b50_f_p1_r3	f50_b50_f_p1_r4	f50_b50_f_p2_r1	f50_b50_f_p2_r2	f50_b50_f_p2_r3	f50_b50_f_p2_r4	f50_b50_f_p3_r1	f50_b50_f_p3_r2	f50_b50_f_p3_r3	f50_b50_f_p3_r4	f50_b50_f_p4_r1	f50_b50_f_p4_r2	f50_b50_f_p4_r3	f50_b50_f_p4_r4	f50_b50_f_p5_r1	f50_b50_f_p5_r2	f50_b50_f_p5_r3	f50_b50_f_p5_r4	f50_b50_f_p6_r1	f50_b50_f_p6_r2	f50_b50_f_p6_r3	f50_b50_f_p6_r4	f75_b25_b_p1_r1	f75_b25_b_p1_r2	f75_b25_b_p1_r3	f75_b25_b_p1_r4	f75_b25_b_p2_r1	f75_b25_b_p2_r2	f75_b25_b_p2_r3	f75_b25_b_p2_r4	f75_b25_b_p3_r1	f75_b25_b_p3_r2	f75_b25_b_p3_r3	f75_b25_b_p3_r4	f75_b25_b_p4_r1	f75_b25_b_p4_r2	f75_b25_b_p4_r3	f75_b25_b_p4_r4	f75_b25_b_p5_r1	f75_b25_b_p5_r2	f75_b25_b_p5_r3	f75_b25_b_p5_r4	f75_b25_b_p6_r1	f75_b25_b_p6_r2	f75_b25_b_p6_r3	f75_b25_b_p6_r4	f75_b25_f_p1_r1	f75_b25_f_p1_r2	f75_b25_f_p1_r3	f75_b25_f_p1_r4	f75_b25_f_p2_r1	f75_b25_f_p2_r2	f75_b25_f_p2_r3	f75_b25_f_p2_r4	f75_b25_f_p3_r1	f75_b25_f_p3_r2	f75_b25_f_p3_r3	f75_b25_f_p3_r4	f75_b25_f_p4_r1	f75_b25_f_p4_r2	f75_b25_f_p4_r3	f75_b25_f_p4_r4	f75_b25_f_p5_r1	f75_b25_f_p5_r2	f75_b25_f_p5_r3	f75_b25_f_p5_r4	f75_b25_f_p6_r1	f75_b25_f_p6_r2	f75_b25_f_p6_r3	f75_b25_f_p6_r4	FieldBlank	IGAPark	LogMock_r1	LogMock_r2	LogMock_r3	MittelmoleWarnemunde	Muhlendamm	NeptunWerft	PCRcontrol_r1	PCRcontrol_r2	PCRcontrol_r3	SABMarinaBramow	Stadthafen	TEcontrol_r1	TEcontrol_r2	TEcontrol_r3	WarnemundeStrand
1834037	Rheinheimera riviphila	Rheinheimera	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	27.33631555394455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.00073963504963	0	0	0	0	0	25.950655870555895	36.11258056815469	26.125213855868868	28.283432186635032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.90223982129431	0	33.71522879607451	0	0	0	31.812922649696254	0	86.04173405135525	44.78689822070257	54.80583470630003	76.80495974865764	41.80479932455729	0	136.07622713472765	0	37.96370982243879	0	65.5599401202509	132.52576698683316	37.8260217147571	0	31.047857689859292	248.32585989862767	110.0090213741902	23.56742876301863	35.186228482284086	82.10740889493574	57.0312878275622	0	0	669.443370637358	29.135824828650083	38.49120324502985	165.24311965989264	0	187.0954375381577	0	284.34847224972873	294.62079245978856	431.3402843681805	36.47111616530212	156.71387271696344	468.3323646356852	581.1558059501149	287.75461591798233	76.99257760336418	975.1513996036932	2046.343987438174	0	4790.385629321569	2151.9717137569296	3206.143024324603	44.72156100507993	2250.7263552190907	1703.9287281914171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.14786343832161	0	0	0	78.82708782891751	136.4379472802475	36.27967649267391	23.52134746986165	567.9810110109742	214.37992932621648	161.81920857952957	1288.7273396238645	4565.072554572659	48.64524588640978	497.7453365396593	2369.008022865446	8386.199986967287	100.86983178813264	1751.1967034004526	4937.961768491823	73661.52415504103	1108.8515393295563	6890.549998987945	9818.14139796511	20686.3237512387	198.02661679579043	6488.7230214382125	641.7030328764724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.786178982762102	0	0	0	30.37520769310811	0	26.079187505587846	0	80.20692360779543	29.25455111703091	112.898505721302	274.7735429195372	0	94.21033839296716	77.74604859652955	837.9683775274425	354.21207452619933	237.1637417708836	327.3717355582192	1391.2158632667529	375.0489180079159	583.1568534272989	5854.718411825905	4761.349028165042	796.7889066788475	6772.117396312983	13356.91391798141	4173.875273462664	460.6410649388928	3869.3247192165913	28.034764169692817	0	29.57772106021151	0	55.90901568133939	16.474396240728492	16.319537184225553	0	200.84081645076665	0	27.67807988213204	43.6066354545478	63.88551840562299	0	37.89180966870954	20.54340790399488	26.597903441302932	0	22.109294556330525	73.23709533656977	44.900253767215254	0	45.36918654702068	307.9534119895136	54.12347574639021	114.87430945947274	46.19478420068638	83.48531995581835	119.58108697740222	35.887598852212925	347.6075945121211	42.72655682857159	89.44280262024611	433.38343985225464	520.8561992127593	70.06223003602999	632.2113983052877	1197.8122359546185	5742.040362975399	829.9803072049524	4000.139817904249	1118.2044624769774	10348.954434127894	635.5909378761403	2658.579464185597	371.34891520750494	5528.407129211517	244.86203359830577	1.0258064519080503	0	0	0	0	0	0	0	2.116638481693115	0	3.2895482323059237	0	0	0	0	0	0
33033	Parvimonas micra	Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	18.059897235135796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1338	Streptococcus intermedius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	18.05989683718287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172042	Rothia aeria	Rothia	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	31.103156349400535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84163	Cryptobacterium curtum	Cryptobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03327624174211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219182	Ottowia thiooxydans	Ottowia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.040326584968222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28109	Pseudoalteromonas nigrifaciens	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.0261859529302	258.38083129090154	1073.1262377193682	972.7639120819132	0	25.79645776908124	3982.411701260863	63.187843546299725	0	168.21609800108945	1359.494810661934	72.56513614947735	0	76.16824005476978	936.1864624401348	305.3478295557322	0	82.44567534479549	362.0286135069293	141.8486681125773	0	308.2762930709177	0	32.39846020465328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491.63950941200966	0	421.1844253547813	1178.2065261249793	776.7909585762687	0	84.17322114325806	26.175554503008847	648.7565826961586	0	71.62301456812804	0	503.8002545779561	15.122321372876184	202.19723849004112	0	389.6353157697694	0	0	0	579.4230215932023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438.3168323811179	111.26174514057465	64.66643384013678	0	37.849940923967445	51.83503288437364	0	11.676846849609024	30.488089668904767	0	0	0	48.89898124480541	0	37.20918300459991	0	99.53263390843566	0	16.06736961234215	0	46.90799003060884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.231672749059816	39.20371437738496	61.97008066827707	0	13.39499617874208	495.38488643252816	34.73542747180016	0	46.5329395247839	204.69174028400897	0	0	13.359476013315	62.76607755942689	74.17741099718289	0	0	0	0	0	0	14.29210736906002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43659	Pseudoalteromonas tetraodonis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252.3283283572357	41.730094252149065	100.0835243895518	312.4164354664509	0	0	29.49442298145781	25.24738173751928	0	0	15.541822381029291	173.14171404319916	0	0	17.541607348558603	15.219228476846382	0	0	0	0	24.290493119232195	0	15.281995530234235	27.08756094042357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1442.493371522042	0	0	0	474.32022979862046	0	0	0	278.8123954186056	0	0	0	68.83929511355495	0	0	0	321.01511050568774	0	0	0	96.47999348015264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.37501475708709	16.01612672278779	161.372237741909	268.42395901541585	11.810041349877984	73.29302772144163	0	0	0	12.459458901648148	0	0	0	131.8980291738184	0	0	0	65.5866616466679	0	0	0	516.278292946115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.31276320061426	15.807865635396007	18.66864173386734	0	1590.7951157378025	0	0	0	489.1070117707396	0	0	0	4918.352744494367	16.268048911118143	0	0	754.6298095343574	0	0	0	400.8141651080888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.06018886155584	761.1874760962564	25.766302302707388	0	3549.5476868121086	111.01538471804236	0	0	5590.16243082747	40.63550492080208	15.865541866623149	0	1542.428047649827	11.455518776451584	0	0	560.0275805667619	0	0	0	1340.1765538514742	27.232554585936455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1102400650265796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1390185	Pseudoalteromonas sp. DL-6	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1073.107079186824	0	0	0	19.142146791743805	0	15.286037419446846	0	0	0	42.58226591242006	10.526903102550635	0	0	28.84175658782287	0	0	0	34.517280124485815	0	0	0	30.1415495956211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.76240739707976	0	0	0	24.166207757818498	0	0	0	38.27193268273549	0	0	0	29.827191368140767	0	0	0	53.63315840191033	0	0	0	143.44169395698708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.65676660287812	22.751461530183565	35.684234856629374	0	0	0	11.110738306674156	0	0	0	16.346551017264265	0	0	0	0	0	0	0	27.88986060406091	90.11982250999756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.32013601762383	0	0	0	0	0	0	11.129184914470034	0	0	0	43.9069524675256	0	0	0	88.30095818376056	0	0	0	11.833159450036844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.9370513001218	52.91657931522541	0	0	85.25656259381537	83.06521918955939	0	0	28.8843156862506	43.028975822370626	0	0	98.08696115320836	0	0	0	43.24202074804792	0	0	0	284.53517557665043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234831	Pseudoalteromonas sp. SM9913	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253.98392922210047	37.932159929468114	52.10883053514948	180.67507248082703	186.5347193176396	0	260.0574298861216	369.069221490384	31.639027687425852	0	2773.5186891818107	2970.5988357086344	0	10.409725423486398	1019.3691482950906	1824.0671423482029	0	0	1657.0305197135767	40.82992346254988	0	36.45221137208187	221.2886408001308	338.9089683447621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168.9840907831883	0	0	0	404.8319833628986	0	0	0	590.8900739614757	0	0	0	243.75958939782947	0	0	0	917.9191390906236	0	0	0	1249.790827279439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.75007528229822	34.48942845393183	181.59483192500105	137.69143966426572	25.201777676465458	80.00956116259435	821.1467213547006	29.1941213888784	49.618582536234825	16.726696586249428	25.246010786714493	0	45.77783481418948	260.6823652124589	37.227206756044666	0	0	23.674038784089888	0	0	43.16472415987288	394.659994868121	256.5853772892563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.524330441211356	51.7656480184266	39.80901984122824	0	166.07815903765413	134.46772953471012	0	26.64094509383648	118.15550949030234	40.51707113320661	0	0	581.43658087669	162.75469876006466	0	0	73.13812613597987	59.932896400549986	0	0	64.57110192456007	62.020890042393034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.911613090530793	1861.7373726981705	97.68151638472744	0	681.5786504009297	232.3007942487008	59.7774261285685	0	550.526819410865	79.62235624505998	36.79835377061097	0	140.43484509487814	194.72660723207252	0	0	195.17580175175925	313.5138696514078	0	0	269.5558091220226	2263.5831733986493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3457191039930367	0	0	0	0	0	0
166935	Pseudoalteromonas translucida	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.6383785324685	0	43.875635214096434	67.68431302809573	13.250368024629273	0	0	0	0	0	18.243519788229538	26.53494883246073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.339320930481865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.95177999546402	118.8151068023753	62.7513696570792	0	0	167.55199738209947	0	0	0	32.526109497084654	0	0	0	298.9400022434357	0	0	0	52.032913883656875	0	0	0	534.6694414381653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.566289429140937	14.368912100852883	0	197.92523040891703	25.12130690638193	14.463140326320405	0	0	0	37.149773806382825	0	0	0	230.09328862883368	0	0	31.707223720344217	93.14286727310493	0	0	64.79669529542508	62.78382347911536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.18067931377242	159.120469204026	0	0	0	1196.636586227004	0	0	0	2032.632091878338	0	0	0	144.76381560142244	0	0	0	478.7646427307319	0	0	46.39994760643096	471.80219546621703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283699	Pseudoalteromonas sp. Bsw20308	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289.8490773899767	0	0	58.640457122885024	0	0	0	0	0	0	13.108284021034326	0	0	0	17.400471726680816	0	0	0	19.980518544393153	0	0	0	68.50415390694114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447.3891223405735	0	0	0	692.9979083779141	0	0	0	45.714502834522555	0	0	0	1512.804544284998	0	0	0	431.01109863569866	0	0	0	4296.413596253665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.71709604256807	12.453769315486047	0	133.42909245583067	109.58376083050412	114.15239956855554	0	0	12.465708507354982	23.69086414104317	0	0	0	213.8347738652346	0	0	0	125.2383569734789	0	0	218.3110570085505	42.86715456168624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.386447771980392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
